date,Occurence_in_News,Occurence_in_Google,Occurence_in_Google_normalized
2021-12-16,2,83,0.83
2021-12-17,1,82,0.82
2021-12-18,0,83,0.83
2021-12-19,1,89,0.89
2021-12-20,0,82,0.82
2021-12-21,0,80,0.8
2021-12-22,0,85,0.85
2021-12-23,1,84,0.84
2021-12-24,0,86,0.86
2021-12-25,0,95,0.95
2021-12-26,3,87,0.87
2021-12-27,4,78,0.78
2021-12-28,0,84,0.84
2021-12-29,4,84,0.84
2021-12-30,7,84,0.84
2021-12-31,0,85,0.85
2022-01-01,1,91,0.91
2022-01-02,0,89,0.89
2022-01-03,0,89,0.89
2022-01-04,0,88,0.88
2022-01-05,1,87,0.87
2022-01-06,0,88,0.88
2022-01-07,2,87,0.87
2022-01-08,0,82,0.82
2022-01-09,0,93,0.93
2022-01-10,2,82,0.82
2022-01-11,2,88,0.88
2022-01-12,1,88,0.88
2022-01-13,0,85,0.85
2022-01-14,2,86,0.86
2022-01-15,0,85,0.85
2022-01-16,2,92,0.92
2022-01-17,3,91,0.91
2022-01-18,0,90,0.9
2022-01-19,1,85,0.85
2022-01-20,5,86,0.86
2022-01-21,3,88,0.88
2022-01-22,0,85,0.85
2022-01-23,0,92,0.92
2022-01-24,0,90,0.9
2022-01-25,2,88,0.88
2022-01-26,3,89,0.89
2022-01-27,2,90,0.9
2022-01-28,3,84,0.84
2022-01-29,1,86,0.86
2022-01-30,0,92,0.92
2022-01-31,2,94,0.94
2022-02-01,2,92,0.92
2022-02-02,1,87,0.87
2022-02-03,2,85,0.85
2022-02-04,2,81,0.81
2022-02-05,2,79,0.79
2022-02-06,0,95,0.95
2022-02-07,3,87,0.87
2022-02-08,0,93,0.93
2022-02-09,0,80,0.8
2022-02-10,0,87,0.87
2022-02-11,0,84,0.84
2022-02-12,1,83,0.83
2022-02-13,1,0,
2021-11-07,0,17,0.17
2021-11-08,1,14,0.14
2021-11-09,0,14,0.14
2021-11-10,1,16,0.16
2021-11-11,1,100,1.0
2021-11-12,0,32,0.32
2021-11-13,0,19,0.19
2021-11-14,1,90,0.9
2021-11-15,0,25,0.25
2021-11-16,1,13,0.13
2021-11-17,1,14,0.14
2021-11-18,0,13,0.13
2021-11-19,0,13,0.13
2021-11-20,3,13,0.13
2021-11-21,0,14,0.14
2021-11-22,0,13,0.13
2021-11-23,0,13,0.13
2021-11-24,1,12,0.12
2021-11-25,0,13,0.13
2021-11-26,0,13,0.13
2021-11-27,1,13,0.13
2021-11-28,0,14,0.14
2021-11-29,2,13,0.13
2021-11-30,0,13,0.13
2021-12-01,1,13,0.13
2021-12-02,0,13,0.13
2021-12-03,0,13,0.13
2021-12-04,0,13,0.13
2021-12-05,0,14,0.14
2021-12-06,0,13,0.13
2021-12-07,1,14,0.14
2021-12-08,0,25,0.25
2021-12-09,1,24,0.24
2021-12-10,0,25,0.25
2021-12-11,2,22,0.22
2021-12-12,0,17,0.17
2021-12-13,0,14,0.14
2021-12-14,1,15,0.15
2021-12-15,1,15,0.15
2021-12-16,2,22,0.22
2021-12-17,1,23,0.23
2021-12-18,0,24,0.24
2021-12-19,0,27,0.27
2021-12-20,2,23,0.23
2021-12-21,0,13,0.13
2021-12-22,3,12,0.12
2021-12-23,0,12,0.12
2021-12-24,0,11,0.11
2021-12-25,1,14,0.14
2021-12-26,0,22,0.22
2021-12-27,5,21,0.21
2021-12-28,1,18,0.18
2021-12-29,3,12,0.12
2021-12-30,2,12,0.12
2021-12-31,0,11,0.11
2022-01-01,1,14,0.14
2022-01-02,2,14,0.14
2022-01-03,1,13,0.13
2022-01-04,0,14,0.14
2022-01-05,0,19,0.19
2022-01-06,0,19,0.19
2022-01-07,0,20,0.2
2022-01-08,1,20,0.2
2022-01-09,2,25,0.25
2022-01-10,1,13,0.13
2022-01-11,1,13,0.13
2022-01-12,1,13,0.13
2022-01-13,3,14,0.14
2022-01-14,1,19,0.19
2022-01-15,2,20,0.2
2022-01-16,4,25,0.25
2022-01-17,1,17,0.17
2022-01-18,3,15,0.15
2022-01-19,3,16,0.16
2022-01-20,4,17,0.17
2022-01-21,2,17,0.17
2022-01-22,0,16,0.16
2022-01-23,4,19,0.19
2022-01-24,0,16,0.16
2022-01-25,1,18,0.18
2022-01-26,2,18,0.18
2022-01-27,3,19,0.19
2022-01-28,1,18,0.18
2022-01-29,1,21,0.21
2022-01-30,1,24,0.24
2022-01-31,5,13,0.13
2022-02-01,3,13,0.13
2022-02-02,2,19,0.19
2022-02-03,1,16,0.16
2022-02-04,4,12,0.12
2022-02-05,0,13,0.13
2022-02-06,1,13,0.13
2022-02-07,3,12,0.12
2022-02-08,0,11,0.11
2022-02-09,1,12,0.12
2022-02-10,2,12,0.12
2022-02-11,0,16,0.16
2022-02-12,0,12,0.12
2022-02-13,1,0,
2021-11-07,0,6,0.06
2021-11-08,0,6,0.06
2021-11-09,0,7,0.07
2021-11-10,0,7,0.07
2021-11-11,0,7,0.07
2021-11-12,0,6,0.06
2021-11-13,0,6,0.06
2021-11-14,0,7,0.07
2021-11-15,0,6,0.06
2021-11-16,1,6,0.06
2021-11-17,0,6,0.06
2021-11-18,0,6,0.06
2021-11-19,0,6,0.06
2021-11-20,0,5,0.05
2021-11-21,1,6,0.06
2021-11-22,0,6,0.06
2021-11-23,0,6,0.06
2021-11-24,0,6,0.06
2021-11-25,0,7,0.07
2021-11-26,0,6,0.06
2021-11-27,0,6,0.06
2021-11-28,0,6,0.06
2021-11-29,0,7,0.07
2021-11-30,0,6,0.06
2021-12-01,0,6,0.06
2021-12-02,0,6,0.06
2021-12-03,0,6,0.06
2021-12-04,1,6,0.06
2021-12-05,0,6,0.06
2021-12-06,0,6,0.06
2021-12-07,0,6,0.06
2021-12-08,1,7,0.07
2021-12-09,0,6,0.06
2021-12-10,0,6,0.06
2021-12-11,0,6,0.06
2021-12-12,0,7,0.07
2021-12-13,0,6,0.06
2021-12-14,0,6,0.06
2021-12-15,0,6,0.06
2021-12-16,1,6,0.06
2021-12-17,0,6,0.06
2021-12-18,0,6,0.06
2021-12-19,0,6,0.06
2021-12-20,1,6,0.06
2021-12-21,0,6,0.06
2021-12-22,0,6,0.06
2021-12-23,0,6,0.06
2021-12-24,0,6,0.06
2021-12-25,0,6,0.06
2021-12-26,0,7,0.07
2021-12-27,0,6,0.06
2021-12-28,3,6,0.06
2021-12-29,1,6,0.06
2021-12-30,0,6,0.06
2021-12-31,0,7,0.07
2022-01-01,0,7,0.07
2022-01-02,0,7,0.07
2022-01-03,0,7,0.07
2022-01-04,1,8,0.08
2022-01-05,0,10,0.1
2022-01-06,0,11,0.11
2022-01-07,0,9,0.09
2022-01-08,0,9,0.09
2022-01-09,0,10,0.1
2022-01-10,0,12,0.12
2022-01-11,1,10,0.1
2022-01-12,0,10,0.1
2022-01-13,5,12,0.12
2022-01-14,1,13,0.13
2022-01-15,1,13,0.13
2022-01-16,1,21,0.21
2022-01-17,3,33,0.33
2022-01-18,5,37,0.37
2022-01-19,3,36,0.36
2022-01-20,3,41,0.41
2022-01-21,3,48,0.48
2022-01-22,4,46,0.46
2022-01-23,6,54,0.54
2022-01-24,4,51,0.51
2022-01-25,4,63,0.63
2022-01-26,5,65,0.65
2022-01-27,2,48,0.48
2022-01-28,3,58,0.58
2022-01-29,5,56,0.56
2022-01-30,5,100,1.0
2022-01-31,1,13,0.13
2022-02-01,0,9,0.09
2022-02-02,0,8,0.08
2022-02-03,0,7,0.07
2022-02-04,0,7,0.07
2022-02-05,0,7,0.07
2022-02-06,0,8,0.08
2022-02-07,0,7,0.07
2022-02-08,0,7,0.07
2022-02-09,0,7,0.07
2022-02-10,0,7,0.07
2022-02-11,0,6,0.06
2022-02-12,0,6,0.06
2022-02-13,0,0,
2021-11-07,0,47,0.47
2021-11-08,1,36,0.36
2021-11-09,0,33,0.33
2021-11-10,0,34,0.34
2021-11-11,0,45,0.45
2021-11-12,0,33,0.33
2021-11-13,0,39,0.39
2021-11-14,0,39,0.39
2021-11-15,0,33,0.33
2021-11-16,0,30,0.3
2021-11-17,0,31,0.31
2021-11-18,0,38,0.38
2021-11-19,0,41,0.41
2021-11-20,0,37,0.37
2021-11-21,1,40,0.4
2021-11-22,0,31,0.31
2021-11-23,0,40,0.4
2021-11-24,0,32,0.32
2021-11-25,0,33,0.33
2021-11-26,0,33,0.33
2021-11-27,0,33,0.33
2021-11-28,0,45,0.45
2021-11-29,0,34,0.34
2021-11-30,1,28,0.28
2021-12-01,0,32,0.32
2021-12-02,0,33,0.33
2021-12-03,0,39,0.39
2021-12-04,0,34,0.34
2021-12-05,0,51,0.51
2021-12-06,0,29,0.29
2021-12-07,2,27,0.27
2021-12-08,2,38,0.38
2021-12-09,0,27,0.27
2021-12-10,0,26,0.26
2021-12-11,0,42,0.42
2021-12-12,0,44,0.44
2021-12-13,1,37,0.37
2021-12-14,0,35,0.35
2021-12-15,0,35,0.35
2021-12-16,3,35,0.35
2021-12-17,4,26,0.26
2021-12-18,0,44,0.44
2021-12-19,1,40,0.4
2021-12-20,0,29,0.29
2021-12-21,0,32,0.32
2021-12-22,0,33,0.33
2021-12-23,0,26,0.26
2021-12-24,1,31,0.31
2021-12-25,0,48,0.48
2021-12-26,0,35,0.35
2021-12-27,0,36,0.36
2021-12-28,0,33,0.33
2021-12-29,0,29,0.29
2021-12-30,0,45,0.45
2021-12-31,2,66,0.66
2022-01-01,0,52,0.52
2022-01-02,0,47,0.47
2022-01-03,0,34,0.34
2022-01-04,0,42,0.42
2022-01-05,1,40,0.4
2022-01-06,2,49,0.49
2022-01-07,1,48,0.48
2022-01-08,1,43,0.43
2022-01-09,1,48,0.48
2022-01-10,0,45,0.45
2022-01-11,3,45,0.45
2022-01-12,1,44,0.44
2022-01-13,0,50,0.5
2022-01-14,8,62,0.62
2022-01-15,0,55,0.55
2022-01-16,8,83,0.83
2022-01-17,4,60,0.6
2022-01-18,1,63,0.63
2022-01-19,0,55,0.55
2022-01-20,0,58,0.58
2022-01-21,0,54,0.54
2022-01-22,0,52,0.52
2022-01-23,1,55,0.55
2022-01-24,1,52,0.52
2022-01-25,1,52,0.52
2022-01-26,0,51,0.51
2022-01-27,0,47,0.47
2022-01-28,2,66,0.66
2022-01-29,0,53,0.53
2022-01-30,1,100,1.0
2022-01-31,0,38,0.38
2022-02-01,0,42,0.42
2022-02-02,0,38,0.38
2022-02-03,0,34,0.34
2022-02-04,0,38,0.38
2022-02-05,0,36,0.36
2022-02-06,0,54,0.54
2022-02-07,0,52,0.52
2022-02-08,0,41,0.41
2022-02-09,1,30,0.3
2022-02-10,0,29,0.29
2022-02-11,1,36,0.36
2022-02-12,0,37,0.37
2022-02-13,0,0,
2021-11-07,0,82,0.82
2021-11-08,0,97,0.97
2021-11-09,1,96,0.96
2021-11-10,0,97,0.97
2021-11-11,0,91,0.91
2021-11-12,0,98,0.98
2021-11-13,1,92,0.92
2021-11-14,8,84,0.84
2021-11-15,3,97,0.97
2021-11-16,1,96,0.96
2021-11-17,2,96,0.96
2021-11-18,2,93,0.93
2021-11-19,0,96,0.96
2021-11-20,2,87,0.87
2021-11-21,0,76,0.76
2021-11-22,5,96,0.96
2021-11-23,3,96,0.96
2021-11-24,0,92,0.92
2021-11-25,1,80,0.8
2021-11-26,1,88,0.88
2021-11-27,3,81,0.81
2021-11-28,4,76,0.76
2021-11-29,2,96,0.96
2021-11-30,1,92,0.92
2021-12-01,1,89,0.89
2021-12-02,4,89,0.89
2021-12-03,4,90,0.9
2021-12-04,2,82,0.82
2021-12-05,0,74,0.74
2021-12-06,0,92,0.92
2021-12-07,0,92,0.92
2021-12-08,1,91,0.91
2021-12-09,1,91,0.91
2021-12-10,1,94,0.94
2021-12-11,6,83,0.83
2021-12-12,2,78,0.78
2021-12-13,6,94,0.94
2021-12-14,0,92,0.92
2021-12-15,0,91,0.91
2021-12-16,3,87,0.87
2021-12-17,0,92,0.92
2021-12-18,4,84,0.84
2021-12-19,4,75,0.75
2021-12-20,2,93,0.93
2021-12-21,4,88,0.88
2021-12-22,3,89,0.89
2021-12-23,2,89,0.89
2021-12-24,1,73,0.73
2021-12-25,5,67,0.67
2021-12-26,6,76,0.76
2021-12-27,8,99,0.99
2021-12-28,6,92,0.92
2021-12-29,7,95,0.95
2021-12-30,10,91,0.91
2021-12-31,2,77,0.77
2022-01-01,7,72,0.72
2022-01-02,2,79,0.79
2022-01-03,0,100,1.0
2022-01-04,1,97,0.97
2022-01-05,0,99,0.99
2022-01-06,1,94,0.94
2022-01-07,0,100,1.0
2022-01-08,2,89,0.89
2022-01-09,8,80,0.8
2022-01-10,7,98,0.98
2022-01-11,13,96,0.96
2022-01-12,10,94,0.94
2022-01-13,12,93,0.93
2022-01-14,12,98,0.98
2022-01-15,12,86,0.86
2022-01-16,5,82,0.82
2022-01-17,3,93,0.93
2022-01-18,7,94,0.94
2022-01-19,9,96,0.96
2022-01-20,9,94,0.94
2022-01-21,6,93,0.93
2022-01-22,8,90,0.9
2022-01-23,12,80,0.8
2022-01-24,2,98,0.98
2022-01-25,6,96,0.96
2022-01-26,9,96,0.96
2022-01-27,6,97,0.97
2022-01-28,10,94,0.94
2022-01-29,7,91,0.91
2022-01-30,7,81,0.81
2022-01-31,9,97,0.97
2022-02-01,11,94,0.94
2022-02-02,7,94,0.94
2022-02-03,2,92,0.92
2022-02-04,3,93,0.93
2022-02-05,2,89,0.89
2022-02-06,0,81,0.81
2022-02-07,3,99,0.99
2022-02-08,3,97,0.97
2022-02-09,2,98,0.98
2022-02-10,5,97,0.97
2022-02-11,2,95,0.95
2022-02-12,4,90,0.9
2022-02-13,3,0,
2021-11-07,0,33,0.33
2021-11-08,0,29,0.29
2021-11-09,1,27,0.27
2021-11-10,1,27,0.27
2021-11-11,0,27,0.27
2021-11-12,1,36,0.36
2021-11-13,0,32,0.32
2021-11-14,0,32,0.32
2021-11-15,0,22,0.22
2021-11-16,0,24,0.24
2021-11-17,1,25,0.25
2021-11-18,0,100,1.0
2021-11-19,0,31,0.31
2021-11-20,0,32,0.32
2021-11-21,1,32,0.32
2021-11-22,3,25,0.25
2021-11-23,0,29,0.29
2021-11-24,0,20,0.2
2021-11-25,0,28,0.28
2021-11-26,1,29,0.29
2021-11-27,1,29,0.29
2021-11-28,0,31,0.31
2021-11-29,1,24,0.24
2021-11-30,1,19,0.19
2021-12-01,0,27,0.27
2021-12-02,0,37,0.37
2021-12-03,2,30,0.3
2021-12-04,2,26,0.26
2021-12-05,0,30,0.3
2021-12-06,0,25,0.25
2021-12-07,0,33,0.33
2021-12-08,0,26,0.26
2021-12-09,0,25,0.25
2021-12-10,1,30,0.3
2021-12-11,0,27,0.27
2021-12-12,0,29,0.29
2021-12-13,0,26,0.26
2021-12-14,0,30,0.3
2021-12-15,0,19,0.19
2021-12-16,1,21,0.21
2021-12-17,0,35,0.35
2021-12-18,1,26,0.26
2021-12-19,1,32,0.32
2021-12-20,0,23,0.23
2021-12-21,0,26,0.26
2021-12-22,0,29,0.29
2021-12-23,1,39,0.39
2021-12-24,0,31,0.31
2021-12-25,1,29,0.29
2021-12-26,0,28,0.28
2021-12-27,2,34,0.34
2021-12-28,3,26,0.26
2021-12-29,2,31,0.31
2021-12-30,0,32,0.32
2021-12-31,0,23,0.23
2022-01-01,2,24,0.24
2022-01-02,1,35,0.35
2022-01-03,0,30,0.3
2022-01-04,0,24,0.24
2022-01-05,0,30,0.3
2022-01-06,0,18,0.18
2022-01-07,1,29,0.29
2022-01-08,0,35,0.35
2022-01-09,1,34,0.34
2022-01-10,2,29,0.29
2022-01-11,0,20,0.2
2022-01-12,1,19,0.19
2022-01-13,0,24,0.24
2022-01-14,2,27,0.27
2022-01-15,1,29,0.29
2022-01-16,0,26,0.26
2022-01-17,2,25,0.25
2022-01-18,6,16,0.16
2022-01-19,2,26,0.26
2022-01-20,3,41,0.41
2022-01-21,1,36,0.36
2022-01-22,2,35,0.35
2022-01-23,4,28,0.28
2022-01-24,0,32,0.32
2022-01-25,5,32,0.32
2022-01-26,3,34,0.34
2022-01-27,2,21,0.21
2022-01-28,4,33,0.33
2022-01-29,0,31,0.31
2022-01-30,0,23,0.23
2022-01-31,1,30,0.3
2022-02-01,4,27,0.27
2022-02-02,1,29,0.29
2022-02-03,1,23,0.23
2022-02-04,1,36,0.36
2022-02-05,1,24,0.24
2022-02-06,0,33,0.33
2022-02-07,2,30,0.3
2022-02-08,0,23,0.23
2022-02-09,0,31,0.31
2022-02-10,0,29,0.29
2022-02-11,0,34,0.34
2022-02-12,0,37,0.37
2022-02-13,1,0,
2021-11-07,0,5,0.05
2021-11-08,0,5,0.05
2021-11-09,0,2,0.02
2021-11-10,0,7,0.07
2021-11-11,0,4,0.04
2021-11-12,1,2,0.02
2021-11-13,0,5,0.05
2021-11-14,2,3,0.03
2021-11-15,0,14,0.14
2021-11-16,1,10,0.1
2021-11-17,0,2,0.02
2021-11-18,0,2,0.02
2021-11-19,0,12,0.12
2021-11-20,1,5,0.05
2021-11-21,0,3,0.03
2021-11-22,0,5,0.05
2021-11-23,0,9,0.09
2021-11-24,0,9,0.09
2021-11-25,0,2,0.02
2021-11-26,2,7,0.07
2021-11-27,3,3,0.03
2021-11-28,2,13,0.13
2021-11-29,0,7,0.07
2021-11-30,0,7,0.07
2021-12-01,0,4,0.04
2021-12-02,1,0,0.0
2021-12-03,0,7,0.07
2021-12-04,1,2,0.02
2021-12-05,0,0,0.0
2021-12-06,0,2,0.02
2021-12-07,0,7,0.07
2021-12-08,0,7,0.07
2021-12-09,2,0,0.0
2021-12-10,0,7,0.07
2021-12-11,0,5,0.05
2021-12-12,1,10,0.1
2021-12-13,0,2,0.02
2021-12-14,0,12,0.12
2021-12-15,0,2,0.02
2021-12-16,1,0,0.0
2021-12-17,0,5,0.05
2021-12-18,0,6,0.06
2021-12-19,0,3,0.03
2021-12-20,0,2,0.02
2021-12-21,0,2,0.02
2021-12-22,0,0,0.0
2021-12-23,1,8,0.08
2021-12-24,0,3,0.03
2021-12-25,1,9,0.09
2021-12-26,0,11,0.11
2021-12-27,4,2,0.02
2021-12-28,2,0,0.0
2021-12-29,3,0,0.0
2021-12-30,1,10,0.1
2021-12-31,3,11,0.11
2022-01-01,4,20,0.2
2022-01-02,0,8,0.08
2022-01-03,0,12,0.12
2022-01-04,1,100,1.0
2022-01-05,0,10,0.1
2022-01-06,0,5,0.05
2022-01-07,0,2,0.02
2022-01-08,1,8,0.08
2022-01-09,3,0,0.0
2022-01-10,7,9,0.09
2022-01-11,2,5,0.05
2022-01-12,3,2,0.02
2022-01-13,2,2,0.02
2022-01-14,4,5,0.05
2022-01-15,1,5,0.05
2022-01-16,5,0,0.0
2022-01-17,2,0,0.0
2022-01-18,2,0,0.0
2022-01-19,5,0,0.0
2022-01-20,6,2,0.02
2022-01-21,1,10,0.1
2022-01-22,2,3,0.03
2022-01-23,2,0,0.0
2022-01-24,1,9,0.09
2022-01-25,3,2,0.02
2022-01-26,3,0,0.0
2022-01-27,5,5,0.05
2022-01-28,2,2,0.02
2022-01-29,4,3,0.03
2022-01-30,8,3,0.03
2022-01-31,4,7,0.07
2022-02-01,2,0,0.0
2022-02-02,1,7,0.07
2022-02-03,1,0,0.0
2022-02-04,3,5,0.05
2022-02-05,0,0,0.0
2022-02-06,0,5,0.05
2022-02-07,3,5,0.05
2022-02-08,1,9,0.09
2022-02-09,1,7,0.07
2022-02-10,3,0,0.0
2022-02-11,1,2,0.02
2022-02-12,0,8,0.08
2022-02-13,2,0,
2021-11-07,0,82,0.82
2021-11-08,0,92,0.92
2021-11-09,0,87,0.87
2021-11-10,1,91,0.91
2021-11-11,0,87,0.87
2021-11-12,0,87,0.87
2021-11-13,1,93,0.93
2021-11-14,0,90,0.9
2021-11-15,1,90,0.9
2021-11-16,0,90,0.9
2021-11-17,0,89,0.89
2021-11-18,0,91,0.91
2021-11-19,0,86,0.86
2021-11-20,0,85,0.85
2021-11-21,0,81,0.81
2021-11-22,0,91,0.91
2021-11-23,1,84,0.84
2021-11-24,0,91,0.91
2021-11-25,0,88,0.88
2021-11-26,0,80,0.8
2021-11-27,0,78,0.78
2021-11-28,0,76,0.76
2021-11-29,3,86,0.86
2021-11-30,0,88,0.88
2021-12-01,0,90,0.9
2021-12-02,2,85,0.85
2021-12-03,0,85,0.85
2021-12-04,0,78,0.78
2021-12-05,0,76,0.76
2021-12-06,0,87,0.87
2021-12-07,1,85,0.85
2021-12-08,0,82,0.82
2021-12-09,2,82,0.82
2021-12-10,0,91,0.91
2021-12-11,1,76,0.76
2021-12-12,1,82,0.82
2021-12-13,0,96,0.96
2021-12-14,0,85,0.85
2021-12-15,0,87,0.87
2021-12-16,0,81,0.81
2021-12-17,1,85,0.85
2021-12-18,2,79,0.79
2021-12-19,1,77,0.77
2021-12-20,0,85,0.85
2021-12-21,2,81,0.81
2021-12-22,0,84,0.84
2021-12-23,0,82,0.82
2021-12-24,3,75,0.75
2021-12-25,2,64,0.64
2021-12-26,2,80,0.8
2021-12-27,1,93,0.93
2021-12-28,0,85,0.85
2021-12-29,0,100,1.0
2021-12-30,3,85,0.85
2021-12-31,1,76,0.76
2022-01-01,1,67,0.67
2022-01-02,0,81,0.81
2022-01-03,0,89,0.89
2022-01-04,0,96,0.96
2022-01-05,0,95,0.95
2022-01-06,1,89,0.89
2022-01-07,0,97,0.97
2022-01-08,0,86,0.86
2022-01-09,4,85,0.85
2022-01-10,1,94,0.94
2022-01-11,5,88,0.88
2022-01-12,1,90,0.9
2022-01-13,3,93,0.93
2022-01-14,1,86,0.86
2022-01-15,1,78,0.78
2022-01-16,2,79,0.79
2022-01-17,1,96,0.96
2022-01-18,2,91,0.91
2022-01-19,2,95,0.95
2022-01-20,3,96,0.96
2022-01-21,2,97,0.97
2022-01-22,0,93,0.93
2022-01-23,3,79,0.79
2022-01-24,0,97,0.97
2022-01-25,3,88,0.88
2022-01-26,1,100,1.0
2022-01-27,1,93,0.93
2022-01-28,2,90,0.9
2022-01-29,1,88,0.88
2022-01-30,4,88,0.88
2022-01-31,0,96,0.96
2022-02-01,0,81,0.81
2022-02-02,0,88,0.88
2022-02-03,4,90,0.9
2022-02-04,1,89,0.89
2022-02-05,0,93,0.93
2022-02-06,0,88,0.88
2022-02-07,1,88,0.88
2022-02-08,1,93,0.93
2022-02-09,1,92,0.92
2022-02-10,0,96,0.96
2022-02-11,1,92,0.92
2022-02-12,3,94,0.94
2022-02-13,1,0,
2021-11-07,0,52,0.52
2021-11-08,0,54,0.54
2021-11-09,0,46,0.46
2021-11-10,0,43,0.43
2021-11-11,0,45,0.45
2021-11-12,0,44,0.44
2021-11-13,0,40,0.4
2021-11-14,0,51,0.51
2021-11-15,2,69,0.69
2021-11-16,0,61,0.61
2021-11-17,0,59,0.59
2021-11-18,0,44,0.44
2021-11-19,1,59,0.59
2021-11-20,1,43,0.43
2021-11-21,1,50,0.5
2021-11-22,1,77,0.77
2021-11-23,0,63,0.63
2021-11-24,3,66,0.66
2021-11-25,0,63,0.63
2021-11-26,0,45,0.45
2021-11-27,0,41,0.41
2021-11-28,0,39,0.39
2021-11-29,0,60,0.6
2021-11-30,0,64,0.64
2021-12-01,0,61,0.61
2021-12-02,1,63,0.63
2021-12-03,4,100,1.0
2021-12-04,1,65,0.65
2021-12-05,1,46,0.46
2021-12-06,0,67,0.67
2021-12-07,0,54,0.54
2021-12-08,1,58,0.58
2021-12-09,1,40,0.4
2021-12-10,0,39,0.39
2021-12-11,1,38,0.38
2021-12-12,2,43,0.43
2021-12-13,0,51,0.51
2021-12-14,0,51,0.51
2021-12-15,0,43,0.43
2021-12-16,0,45,0.45
2021-12-17,0,34,0.34
2021-12-18,0,21,0.21
2021-12-19,0,39,0.39
2021-12-20,1,37,0.37
2021-12-21,0,35,0.35
2021-12-22,0,32,0.32
2021-12-23,0,27,0.27
2021-12-24,1,19,0.19
2021-12-25,1,35,0.35
2021-12-26,0,32,0.32
2021-12-27,1,58,0.58
2021-12-28,2,45,0.45
2021-12-29,0,41,0.41
2021-12-30,1,42,0.42
2021-12-31,0,34,0.34
2022-01-01,0,35,0.35
2022-01-02,0,36,0.36
2022-01-03,0,64,0.64
2022-01-04,0,52,0.52
2022-01-05,0,47,0.47
2022-01-06,0,36,0.36
2022-01-07,0,47,0.47
2022-01-08,0,32,0.32
2022-01-09,0,41,0.41
2022-01-10,1,57,0.57
2022-01-11,0,42,0.42
2022-01-12,0,44,0.44
2022-01-13,3,47,0.47
2022-01-14,1,44,0.44
2022-01-15,0,31,0.31
2022-01-16,0,35,0.35
2022-01-17,2,40,0.4
2022-01-18,2,44,0.44
2022-01-19,0,42,0.42
2022-01-20,4,49,0.49
2022-01-21,3,44,0.44
2022-01-22,0,33,0.33
2022-01-23,0,38,0.38
2022-01-24,0,39,0.39
2022-01-25,2,58,0.58
2022-01-26,3,49,0.49
2022-01-27,1,53,0.53
2022-01-28,0,50,0.5
2022-01-29,1,43,0.43
2022-01-30,0,31,0.31
2022-01-31,1,60,0.6
2022-02-01,0,40,0.4
2022-02-02,0,44,0.44
2022-02-03,3,46,0.46
2022-02-04,1,33,0.33
2022-02-05,0,28,0.28
2022-02-06,0,36,0.36
2022-02-07,1,52,0.52
2022-02-08,0,43,0.43
2022-02-09,0,51,0.51
2022-02-10,0,41,0.41
2022-02-11,0,35,0.35
2022-02-12,0,21,0.21
2022-02-13,0,0,
2021-11-07,0,3,0.03
2021-11-08,1,2,0.02
2021-11-09,0,1,0.01
2021-11-10,1,3,0.03
2021-11-11,0,2,0.02
2021-11-12,0,2,0.02
2021-11-13,0,3,0.03
2021-11-14,2,4,0.04
2021-11-15,0,3,0.03
2021-11-16,0,1,0.01
2021-11-17,0,3,0.03
2021-11-18,1,3,0.03
2021-11-19,0,2,0.02
2021-11-20,1,5,0.05
2021-11-21,0,4,0.04
2021-11-22,0,2,0.02
2021-11-23,0,3,0.03
2021-11-24,0,46,0.46
2021-11-25,0,25,0.25
2021-11-26,1,23,0.23
2021-11-27,0,22,0.22
2021-11-28,0,15,0.15
2021-11-29,0,16,0.16
2021-11-30,1,9,0.09
2021-12-01,1,8,0.08
2021-12-02,2,11,0.11
2021-12-03,1,14,0.14
2021-12-04,0,16,0.16
2021-12-05,0,21,0.21
2021-12-06,0,100,1.0
2021-12-07,0,21,0.21
2021-12-08,0,44,0.44
2021-12-09,3,76,0.76
2021-12-10,1,65,0.65
2021-12-11,3,45,0.45
2021-12-12,2,44,0.44
2021-12-13,0,41,0.41
2021-12-14,1,28,0.28
2021-12-15,0,37,0.37
2021-12-16,1,20,0.2
2021-12-17,0,19,0.19
2021-12-18,0,19,0.19
2021-12-19,0,16,0.16
2021-12-20,0,9,0.09
2021-12-21,1,10,0.1
2021-12-22,1,13,0.13
2021-12-23,3,16,0.16
2021-12-24,0,12,0.12
2021-12-25,0,13,0.13
2021-12-26,1,12,0.12
2021-12-27,0,5,0.05
2021-12-28,1,17,0.17
2021-12-29,7,11,0.11
2021-12-30,2,11,0.11
2021-12-31,0,11,0.11
2022-01-01,0,13,0.13
2022-01-02,0,6,0.06
2022-01-03,0,5,0.05
2022-01-04,0,7,0.07
2022-01-05,1,19,0.19
2022-01-06,0,15,0.15
2022-01-07,0,8,0.08
2022-01-08,0,10,0.1
2022-01-09,0,7,0.07
2022-01-10,1,11,0.11
2022-01-11,0,10,0.1
2022-01-12,0,6,0.06
2022-01-13,1,8,0.08
2022-01-14,3,6,0.06
2022-01-15,0,5,0.05
2022-01-16,3,10,0.1
2022-01-17,7,22,0.22
2022-01-18,13,50,0.5
2022-01-19,1,41,0.41
2022-01-20,4,42,0.42
2022-01-21,1,23,0.23
2022-01-22,0,13,0.13
2022-01-23,0,10,0.1
2022-01-24,1,14,0.14
2022-01-25,0,8,0.08
